8.7096e-04 1.6152e+00
8.6922e-04 1.6218e+00
8.6765e-04 1.6406e+00
8.6897e-04 1.6596e+00
8.7096e-04 1.6679e+00
8.7375e-04 1.6788e+00
8.8144e-04 1.6982e+00
8.8992e-04 1.7179e+00
8.9125e-04 1.7203e+00
9.0156e-04 1.7378e+00
9.1058e-04 1.7579e+00
9.1201e-04 1.7617e+00
9.1841e-04 1.7783e+00
9.2571e-04 1.7989e+00
9.3081e-04 1.8197e+00
9.3325e-04 1.8288e+00
9.3644e-04 1.8408e+00
9.4355e-04 1.8621e+00
9.5263e-04 1.8836e+00
9.5499e-04 1.8868e+00
9.7073e-04 1.9055e+00
9.7724e-04 1.9113e+00
9.9581e-04 1.9275e+00
1.0000e-03 1.9303e+00
1.0233e-03 1.9456e+00
1.0313e-03 1.9498e+00
1.0471e-03 1.9573e+00
1.0715e-03 1.9677e+00
1.0847e-03 1.9724e+00
1.0965e-03 1.9763e+00
1.1220e-03 1.9843e+00
1.1482e-03 1.9908e+00
1.1691e-03 1.9953e+00
1.1749e-03 1.9964e+00
1.2023e-03 2.0009e+00
1.2303e-03 2.0041e+00
1.2589e-03 2.0069e+00
1.2882e-03 2.0087e+00
1.3183e-03 2.0096e+00
1.3490e-03 2.0098e+00
1.3804e-03 2.0096e+00
1.4125e-03 2.0080e+00
1.4454e-03 2.0058e+00
1.4791e-03 2.0015e+00
1.5136e-03 1.9968e+00
1.5220e-03 1.9953e+00
1.5488e-03 1.9900e+00
1.5849e-03 1.9826e+00
1.6218e-03 1.9734e+00
1.6260e-03 1.9724e+00
1.6596e-03 1.9638e+00
1.6982e-03 1.9531e+00
1.7087e-03 1.9498e+00
1.7378e-03 1.9399e+00
1.7692e-03 1.9275e+00
1.7783e-03 1.9233e+00
1.8161e-03 1.9055e+00
1.8197e-03 1.9036e+00
1.8554e-03 1.8836e+00
1.8621e-03 1.8790e+00
1.8861e-03 1.8621e+00
1.9055e-03 1.8469e+00
1.9127e-03 1.8408e+00
1.9345e-03 1.8197e+00
1.9498e-03 1.8056e+00
1.9569e-03 1.7989e+00
1.9855e-03 1.7783e+00
1.9953e-03 1.7712e+00
2.0139e-03 1.7579e+00
2.0417e-03 1.7438e+00
2.0525e-03 1.7378e+00
2.0876e-03 1.7179e+00
2.0893e-03 1.7171e+00
2.1303e-03 1.6982e+00
2.1380e-03 1.6942e+00
2.1650e-03 1.6788e+00
2.1878e-03 1.6652e+00
2.1963e-03 1.6596e+00
2.2216e-03 1.6406e+00
2.2362e-03 1.6218e+00
2.2387e-03 1.6081e+00
2.2396e-03 1.6032e+00
2.2387e-03 1.5987e+00
2.2359e-03 1.5849e+00
2.2214e-03 1.5668e+00
2.1966e-03 1.5488e+00
2.1878e-03 1.5440e+00
2.1607e-03 1.5311e+00
2.1380e-03 1.5220e+00
2.1167e-03 1.5136e+00
2.0893e-03 1.5042e+00
2.0651e-03 1.4962e+00
2.0417e-03 1.4877e+00
2.0167e-03 1.4791e+00
1.9953e-03 1.4700e+00
1.9700e-03 1.4622e+00
1.9498e-03 1.4536e+00
1.9279e-03 1.4454e+00
1.9055e-03 1.4294e+00
1.9047e-03 1.4289e+00
1.9055e-03 1.4280e+00
1.9179e-03 1.4125e+00
1.9498e-03 1.4000e+00
1.9579e-03 1.3964e+00
1.9953e-03 1.3862e+00
2.0154e-03 1.3804e+00
2.0417e-03 1.3740e+00
2.0827e-03 1.3646e+00
2.0893e-03 1.3632e+00
2.1380e-03 1.3523e+00
2.1536e-03 1.3490e+00
2.1878e-03 1.3426e+00
2.2308e-03 1.3335e+00
2.2387e-03 1.3319e+00
2.2909e-03 1.3203e+00
2.3009e-03 1.3183e+00
2.3442e-03 1.3081e+00
2.3637e-03 1.3032e+00
2.3988e-03 1.2928e+00
2.4151e-03 1.2882e+00
2.4513e-03 1.2735e+00
2.4547e-03 1.2719e+00
2.4795e-03 1.2589e+00
2.4915e-03 1.2445e+00
2.4932e-03 1.2303e+00
2.4842e-03 1.2162e+00
2.4640e-03 1.2023e+00
2.4547e-03 1.1983e+00
2.4269e-03 1.1885e+00
2.3988e-03 1.1793e+00
2.3852e-03 1.1749e+00
2.3442e-03 1.1633e+00
2.3362e-03 1.1614e+00
2.2909e-03 1.1498e+00
2.2830e-03 1.1482e+00
2.2387e-03 1.1387e+00
2.2178e-03 1.1350e+00
2.1878e-03 1.1287e+00
2.1439e-03 1.1220e+00
2.1380e-03 1.1207e+00
2.0893e-03 1.1117e+00
2.0671e-03 1.1092e+00
2.0417e-03 1.1059e+00
1.9953e-03 1.1011e+00
1.9498e-03 1.0992e+00
1.9055e-03 1.0990e+00
1.8621e-03 1.1004e+00
1.8197e-03 1.1027e+00
1.7783e-03 1.1059e+00
1.7464e-03 1.1092e+00
1.7378e-03 1.1100e+00
1.6982e-03 1.1147e+00
1.6596e-03 1.1202e+00
1.6471e-03 1.1220e+00
1.6218e-03 1.1252e+00
1.5849e-03 1.1301e+00
1.5563e-03 1.1350e+00
1.5488e-03 1.1361e+00
1.5136e-03 1.1416e+00
1.4791e-03 1.1469e+00
1.4718e-03 1.1482e+00
1.4454e-03 1.1532e+00
1.4125e-03 1.1598e+00
1.4053e-03 1.1614e+00
1.3804e-03 1.1670e+00
1.3501e-03 1.1749e+00
1.3490e-03 1.1752e+00
1.3183e-03 1.1822e+00
1.2978e-03 1.1885e+00
1.2882e-03 1.1912e+00
1.2589e-03 1.2000e+00
1.2516e-03 1.2023e+00
1.2303e-03 1.2092e+00
1.2118e-03 1.2162e+00
1.2023e-03 1.2210e+00
1.1823e-03 1.2303e+00
1.1749e-03 1.2354e+00
1.1628e-03 1.2445e+00
1.1502e-03 1.2589e+00
1.1482e-03 1.2651e+00
1.1454e-03 1.2735e+00
1.1451e-03 1.2882e+00
1.1482e-03 1.3007e+00
1.1488e-03 1.3032e+00
1.1597e-03 1.3183e+00
1.1738e-03 1.3335e+00
1.1749e-03 1.3344e+00
1.1945e-03 1.3490e+00
1.2023e-03 1.3553e+00
1.2150e-03 1.3646e+00
1.2303e-03 1.3780e+00
1.2334e-03 1.3804e+00
1.2473e-03 1.3964e+00
1.2444e-03 1.4125e+00
1.2303e-03 1.4218e+00
1.2203e-03 1.4289e+00
1.2023e-03 1.4361e+00
1.1822e-03 1.4454e+00
1.1749e-03 1.4482e+00
1.1482e-03 1.4581e+00
1.1367e-03 1.4622e+00
1.1220e-03 1.4669e+00
